gene_name	zscore	pvalue	disease_id	tissue	entrezgene
TTC32	0.1759399076882425	0.8603411525462821	C0027662	Thyroid	hsa:130502
CD9	-0.1756666302680969	0.8605558527641995	C0027662	Thyroid	hsa:928
RFX3	-0.1749476790428161	0.8611207454891527	C0027662	Thyroid	hsa:5991
SGCG	0.1741707473993301	0.8617312743307917	C0027662	Thyroid	hsa:6445
THTPA	0.1741191297769546	0.861771839449431	C0027662	Thyroid	hsa:79178
ZFHX2	0.1741191297769546	0.861771839449431	C0027662	Thyroid	hsa:85446
USP42	0.1732820272445678	0.8624297501682298	C0027662	Thyroid	hsa:84132
GPER1	-0.1732239723205566	0.8624753812852421	C0027662	Thyroid	hsa:2852
C16orf71	0.1727730482816696	0.86282982277914	C0027662	Thyroid	hsa:146562
OR2C1	0.1726246567188319	0.86294646959185	C0027662	Thyroid	hsa:4993
PPFIBP2	-0.1723467707633972	0.8631649166701852	C0027662	Thyroid	hsa:8495
CIRBP	0.1719839423894882	0.8634501530131984	C0027662	Thyroid	hsa:1153
PFKP	0.171116517274116	0.8641321485148525	C0027662	Thyroid	hsa:5214
IL32	0.1709210791407198	0.8642858217974632	C0027662	Thyroid	hsa:9235
PHACTR1	-0.1708368211984634	0.8643520755214333	C0027662	Thyroid	hsa:221692
CRELD1	-0.1706445498027902	0.8645032659786487	C0027662	Thyroid	hsa:78987
POLN	-0.1706397794856495	0.8645070171271586	C0027662	Thyroid	hsa:353497
GALNT8	-0.1705498734244832	0.864577715510772	C0027662	Thyroid	hsa:26290
ARID3A	-0.1697371258796123	0.8652168754721234	C0027662	Thyroid	hsa:1820
CYB5R2	-0.1690676659345626	0.8657434176185343	C0027662	Thyroid	hsa:51700
SIRT3	0.1684163015218725	0.8662557845139177	C0027662	Thyroid	hsa:23410
SRXN1	0.1681783199310302	0.8664429961974152	C0027662	Thyroid	hsa:140809
GMDS-AS1	-0.1659551218694429	0.8681922678977745	C0027662	Thyroid	hsa:100508120
LINC00942	0.1654236579838854	0.8686105338151655	C0027662	Thyroid	hsa:100292680
VPS13D	-0.1652199774980545	0.8687708415825972	C0027662	Thyroid	hsa:55187
CPNE9	0.1650652736425399	0.8688926056480701	C0027662	Thyroid	hsa:151835
LINC01759	0.1648894399404525	0.8690310043350272	C0027662	Thyroid	hsa:102724571
NLRP1	-0.1647328958217254	0.8691542235697468	C0027662	Thyroid	hsa:22861
RNASE1	-0.1642313450574875	0.8695490263225809	C0027662	Thyroid	hsa:6035
TAF1B	0.1640774539285155	0.8696701704182823	C0027662	Thyroid	hsa:9014
GNPTG	-0.1638139705183799	0.8698775933697784	C0027662	Thyroid	hsa:84572
KRTAP5-1	0.1637213230133057	0.8699505307122164	C0027662	Thyroid	hsa:387264
ANKRD65	0.1631922572851181	0.8703670622788213	C0027662	Thyroid	hsa:441869
NBPF1	-0.1631207317113876	0.870423376870939	C0027662	Thyroid	hsa:55672
RBM17	-0.1627854612617549	0.8706873558051821	C0027662	Thyroid	hsa:84991
SERPINF2	0.1627025317184156	0.8707526535313754	C0027662	Thyroid	hsa:5345
PCSK4	0.1625043128640299	0.8709087322450363	C0027662	Thyroid	hsa:54760
ZNF343	0.1623285561800003	0.8710471283166423	C0027662	Thyroid	hsa:79175
MAFK	-0.1618468617365995	0.8714264491615421	C0027662	Thyroid	hsa:7975
BHLHE40	-0.1613191962242126	0.8718420048704589	C0027662	Thyroid	hsa:8553
AKR7A2	-0.1608052783796525	0.8722467677980281	C0027662	Thyroid	hsa:8574
MIS12	-0.1608052673655735	0.8722467764731021	C0027662	Thyroid	hsa:79003
RP11-539L10.2	0.1603504121303558	0.8726050494573354	C0027662	Thyroid	hsa:339988
FBLN2	0.160237081895624	0.8726943196454224	C0027662	Thyroid	hsa:2199
INPP5K	0.1601752710451208	0.8727430087150168	C0027662	Thyroid	hsa:51763
FAM20C	-0.1601666967566194	0.8727497628120682	C0027662	Thyroid	hsa:56975
ENO3	0.1599752902984619	0.8729005389949291	C0027662	Thyroid	hsa:2027
DFFB	-0.1597290666304437	0.873094503005211	C0027662	Thyroid	hsa:1677
YWHAE	0.1584107071811658	0.8741331771971921	C0027662	Thyroid	hsa:7531
SHC2	0.1583274742647623	0.8741987598460642	C0027662	Thyroid	hsa:25759
TRIB2	0.1577919274568557	0.8746207599232648	C0027662	Thyroid	hsa:28951
KIAA2026	0.1574591398239135	0.8748830078354426	C0027662	Thyroid	hsa:158358
SDF4	0.1572608649730682	0.8750392616598129	C0027662	Thyroid	hsa:51150
LINC01569	0.1572588441877894	0.8750408541986636	C0027662	Thyroid	hsa:100507501
CASKIN1	0.1569076866199434	0.875317601854213	C0027662	Thyroid	hsa:57524
MAN2B2	-0.1568161102007432	0.8753897758365603	C0027662	Thyroid	hsa:23324
C16orf59	-0.1567537701152241	0.8754389084252117	C0027662	Thyroid	hsa:80178
CYP2W1	0.1562427715291227	0.8758416638960335	C0027662	Thyroid	hsa:54905
CYB5D2	-0.1555876731872558	0.8763580419790753	C0027662	Thyroid	hsa:124936
GPX4	0.1554269762985342	0.8764847185679303	C0027662	Thyroid	hsa:2879
LINC00667	0.1553824429674268	0.8765198245399087	C0027662	Thyroid	hsa:339290
COLEC12	0.155346433407263	0.8765482113344556	C0027662	Thyroid	hsa:81035
BPHL	-0.1550061702728271	0.8768164529281437	C0027662	Thyroid	hsa:670
CCNL2	0.154824137687683	0.8769599615339023	C0027662	Thyroid	hsa:81669
HAUS3	-0.1546174138784408	0.8771229408070103	C0027662	Thyroid	hsa:79441
JAGN1	0.1545485873716734	0.8771772041892182	C0027662	Thyroid	hsa:84522
SKI	-0.1533800002774225	0.878098615728633	C0027662	Thyroid	hsa:6497
LINC01975	-0.1531835573094733	0.8782535239999322	C0027662	Thyroid	hsa:105371496
TRPV1	0.1531166866573989	0.8783062569951388	C0027662	Thyroid	hsa:7442
LINC00526	-0.1530182760776703	0.8783838627927498	C0027662	Thyroid	hsa:147525
CRK	-0.1513772986052166	0.8796780961770083	C0027662	Thyroid	hsa:1398
GAREM2	0.1513387483434679	0.8797085045169659	C0027662	Thyroid	hsa:150946
EMC1	0.150695400469006	0.8802160016937368	C0027662	Thyroid	hsa:23065
IFITM2	-0.1506459823206982	0.8802549866388949	C0027662	Thyroid	hsa:10581
STXBP6	0.1505543417625993	0.8803272807294165	C0027662	Thyroid	hsa:29091
ARHGEF40	0.1493699323924103	0.8812617360142678	C0027662	Thyroid	hsa:55701
CCZ1	0.1488248327421754	0.8816918551554913	C0027662	Thyroid	hsa:51622
LINC01600	0.1486728035057334	0.88181182235744	C0027662	Thyroid	hsa:154386
TSR3	-0.1483006030321121	0.8821055394717439	C0027662	Thyroid	hsa:115939
RPL21	0.1468401998281479	0.8832581537103689	C0027662	Thyroid	hsa:6144
COL28A1	-0.1466621316517912	0.8833987098787641	C0027662	Thyroid	hsa:340267
RAB10	0.1457932591438293	0.8840845974681417	C0027662	Thyroid	hsa:10890
CDC25B	0.1455445011395916	0.8842809829529409	C0027662	Thyroid	hsa:994
RBM11	0.1452067327100821	0.8845476503421662	C0027662	Thyroid	hsa:54033
SDC1	-0.1451651469749152	0.8845804830882159	C0027662	Thyroid	hsa:6382
ERC1	0.1448423564434051	0.8848353392214862	C0027662	Thyroid	hsa:23085
TTYH3	-0.1447396576404571	0.8849164265651155	C0027662	Thyroid	hsa:80727
CLN8	0.1445112824440002	0.8850967478646107	C0027662	Thyroid	hsa:2055
SYT8	-0.1443382203578949	0.8852333988059531	C0027662	Thyroid	hsa:90019
RSPO4	-0.1441384318146283	0.8853911573752465	C0027662	Thyroid	hsa:343637
HSPA12B	-0.144041359343322	0.8854678101284921	C0027662	Thyroid	hsa:116835
ZNF263	-0.1436757934304693	0.8857564868917583	C0027662	Thyroid	hsa:10127
CHCHD4	-0.1430525928735733	0.8862486451725738	C0027662	Thyroid	hsa:131474
SNRPN	0.1429396420717239	0.8863378501683138	C0027662	Thyroid	hsa:6638
JMJD8	-0.1415496617555618	0.8874357305377436	C0027662	Thyroid	hsa:339123
NIPA2	-0.1414208083367737	0.8875375167932817	C0027662	Thyroid	hsa:81614
REEP6	-0.1413783878087997	0.8875710268005793	C0027662	Thyroid	hsa:92840
TMEM14C	-0.1407734071231016	0.8880489518696997	C0027662	Thyroid	hsa:51522
COLEC11	0.1398131825508199	0.8888075974346439	C0027662	Thyroid	hsa:78989
MYOM1	-0.1394786398085127	0.8890719339058069	C0027662	Thyroid	hsa:8736
LINC00954	0.1392916510782328	0.8892196870424857	C0027662	Thyroid	hsa:400946
BRICD5	-0.1392072832486758	0.8892863533441322	C0027662	Thyroid	hsa:283870
TNFRSF25	0.1388672888278961	0.8895550202024505	C0027662	Thyroid	hsa:8718
ADCY4	-0.1385469190163105	0.8898081911145528	C0027662	Thyroid	hsa:196883
ASXL2	0.1385133658740681	0.8898347069962989	C0027662	Thyroid	hsa:55252
OXA1L	0.1384639981431806	0.8898737208216536	C0027662	Thyroid	hsa:5018
DEFB131	0.1377257108688354	0.8904571987006652	C0027662	Thyroid	hsa:644414
SIRPG	0.1376988142728805	0.8904784565466037	C0027662	Thyroid	hsa:55423
LINC02145	0.137336992910058	0.890764431340087	C0027662	Thyroid	hsa:401172
VWA5B1	-0.1370351840868453	0.8910029845561047	C0027662	Thyroid	hsa:127731
GJB2	0.136750304513041	0.8912281657479533	C0027662	Thyroid	hsa:2706
ANGPT2	-0.136595606803894	0.8913504492146479	C0027662	Thyroid	hsa:285
SETMAR	-0.1361239910833315	0.8917232619126925	C0027662	Thyroid	hsa:6419
USP25	0.1351940482854843	0.8924584526732697	C0027662	Thyroid	hsa:29761
FBXO18	0.135072080609721	0.8925548843004951	C0027662	Thyroid	hsa:84893
PRDM16	0.134848936495303	0.8927313134350143	C0027662	Thyroid	hsa:63976
BSG	0.1347367446814833	0.8928200200196731	C0027662	Thyroid	hsa:682
SLC6A6	0.134022826484805	0.8933845243464823	C0027662	Thyroid	hsa:6533
AP006222.2	0.133990466594696	0.8934101130107902	C0027662	Thyroid	hsa:728481
MISP	-0.132952943444252	0.8942305957068643	C0027662	Thyroid	hsa:126353
ATP8A2	0.1327971518039703	0.8943538069409237	C0027662	Thyroid	hsa:51761
PRRT3	-0.1324000060558319	0.8946679098871564	C0027662	Thyroid	hsa:285368
CCDC94	0.1323945671319961	0.8946722116518983	C0027662	Thyroid	hsa:55702
CRACR2A	-0.1323054302527217	0.8947427124156838	C0027662	Thyroid	hsa:84766
NUDT16L1	0.1322858300317435	0.8947582148710335	C0027662	Thyroid	hsa:84309
SLC6A12	-0.132176455069635	0.8948447238409982	C0027662	Thyroid	hsa:6539
CLUL1	0.1315716746848548	0.8953230910415917	C0027662	Thyroid	hsa:27098
ICA1	-0.1310591399669647	0.8957285238744116	C0027662	Thyroid	hsa:3382
NDRG2	-0.1307623833417892	0.8959632811684242	C0027662	Thyroid	hsa:57447
BCL2L2	-0.1307299584150314	0.8959889323295356	C0027662	Thyroid	hsa:599
MORN1	-0.1304065966683927	0.896244747773044	C0027662	Thyroid	hsa:79906
C19orf71	0.1295834218920296	0.8968960200581607	C0027662	Thyroid	hsa:100128569
IGFALS	0.129344418644905	0.8970851256091138	C0027662	Thyroid	hsa:3483
ATG7	-0.129273923656378	0.8971409041843239	C0027662	Thyroid	hsa:10533
MUM1	-0.1288903779050864	0.8974443904794902	C0027662	Thyroid	hsa:84939
EVC	0.1287595178041038	0.8975479389206957	C0027662	Thyroid	hsa:2121
CLSTN3	-0.1287169958031622	0.8975815865798479	C0027662	Thyroid	hsa:9746
LINC01250	0.1285111343703597	0.8977444873336364	C0027662	Thyroid	hsa:101927554
MATK	0.1282600313425064	0.8979431941671897	C0027662	Thyroid	hsa:4145
EGOT	-0.1279660612344741	0.8981758313899415	C0027662	Thyroid	hsa:100126791
PRMT8	0.1279590427875518	0.8981813856399246	C0027662	Thyroid	hsa:56341
LINC00539	-0.1278730183839797	0.8982494639328953	C0027662	Thyroid	hsa:100652865
PSMD13	-0.1276128796220125	0.8984553380093618	C0027662	Thyroid	hsa:5719
C2orf70	0.1263387297041512	0.8994637999896911	C0027662	Thyroid	hsa:339778
SLC35E2B	0.1260580929789364	0.8996859397344525	C0027662	Thyroid	hsa:728661
MRTO4	-0.1259936540526196	0.8997369478772771	C0027662	Thyroid	hsa:51154
S1PR4	-0.1254323088769862	0.9001813113057548	C0027662	Thyroid	hsa:8698
RPS15	0.1253145486116409	0.9002745348496527	C0027662	Thyroid	hsa:6209
RABEP1	0.1245313435792923	0.9008945849411598	C0027662	Thyroid	hsa:9135
LINC00115	0.1244047656655312	0.9009948002075284	C0027662	Thyroid	hsa:79854
FAM87B	0.1244047656655311	0.9009948002075284	C0027662	Thyroid	hsa:400728
MAVS	0.1242933330988784	0.9010830257861808	C0027662	Thyroid	hsa:57506
DAP	0.1231163295714461	0.9020149805269436	C0027662	Thyroid	hsa:1611
MIER2	-0.1229268738268389	0.9021650047770184	C0027662	Thyroid	hsa:54531
OSBPL5	0.1229026587618879	0.9021841802034428	C0027662	Thyroid	hsa:114879
SMCHD1	-0.1227160245180129	0.9023319740486856	C0027662	Thyroid	hsa:23347
LINC01266	0.1226792946210712	0.9023610604961686	C0027662	Thyroid	hsa:101927215
NRN1	-0.1225122278320864	0.9024933625311248	C0027662	Thyroid	hsa:51299
C7orf50	-0.1222920737752229	0.9026677090945006	C0027662	Thyroid	hsa:84310
CSNK2A3	-0.1219817921519279	0.902913438333557	C0027662	Thyroid	hsa:283106
HS1BP3	0.1217972487211227	0.9030595929314938	C0027662	Thyroid	hsa:64342
RN7SL832P	0.1217535862557884	0.9030941731859018	C0027662	Thyroid	hsa:106479524
HAUS4	-0.1217277756145646	0.9031146150530324	C0027662	Thyroid	hsa:54930
RP4-816N1.8	-0.1216619121082122	0.9031667788309647	C0027662	Thyroid	hsa:101929469
PSMG3	0.1215196605791184	0.9032794432107848	C0027662	Thyroid	hsa:84262
IL17RE	0.1214547278580856	0.9033308711068796	C0027662	Thyroid	hsa:132014
CCNF	0.1209310516715049	0.903745646978764	C0027662	Thyroid	hsa:899
OR51E2	-0.1208950709172153	0.9037741463736662	C0027662	Thyroid	hsa:81285
JSRP1	-0.120020642876625	0.9044667955091958	C0027662	Thyroid	hsa:126306
RNF141	0.1199165061116218	0.904549288844081	C0027662	Thyroid	hsa:50862
FAM90A1	0.1197167896383146	0.9047074998082149	C0027662	Thyroid	hsa:55138
SMIM13	-0.1194544583559036	0.9049153185831378	C0027662	Thyroid	hsa:221710
RNF212	0.1191241565491156	0.9051769928505068	C0027662	Thyroid	hsa:285498
CNGA4	-0.118960365653038	0.9053067563691648	C0027662	Thyroid	hsa:1262
SNRNP25	-0.1188634449632417	0.9053835430838602	C0027662	Thyroid	hsa:79622
ATN1	-0.1185593509275363	0.9056244713954864	C0027662	Thyroid	hsa:1822
ICE1	0.1180907562375068	0.9059957476562308	C0027662	Thyroid	hsa:23379
RHNO1	-0.1179563855744897	0.906102215817806	C0027662	Thyroid	hsa:83695
CPNE6	0.1174524269190948	0.9065015408511012	C0027662	Thyroid	hsa:9362
P3H3	-0.1172019839286804	0.9066999948083192	C0027662	Thyroid	hsa:10536
CD81	0.1167508011340273	0.9070575320280404	C0027662	Thyroid	hsa:975
POMP	0.1166950538754463	0.9071017099323688	C0027662	Thyroid	hsa:51371
STAP2	0.1165497288616432	0.907216876669222	C0027662	Thyroid	hsa:55620
RIMKLB	0.1163712450557235	0.9073583236563338	C0027662	Thyroid	hsa:57494
SMARCA2	0.1161708182625463	0.9075171637868692	C0027662	Thyroid	hsa:6595
OTOF	0.1160703847639761	0.9075967596764112	C0027662	Thyroid	hsa:9381
ADI1	0.1153826840499428	0.9081418034157704	C0027662	Thyroid	hsa:55256
EIF4G3	-0.1153817623853683	0.9081425339188696	C0027662	Thyroid	hsa:8672
ZNF384	-0.1151958033442497	0.9082899249800492	C0027662	Thyroid	hsa:171017
LIPI	-0.1149711224779289	0.90846801115588	C0027662	Thyroid	hsa:149998
FOXJ2	0.1147259548306465	0.9086623407784428	C0027662	Thyroid	hsa:55810
CROCC	-0.1145457884807739	0.9088051512738644	C0027662	Thyroid	hsa:9696
ANKRD61	0.1144880328955465	0.9088509323877008	C0027662	Thyroid	hsa:100310846
ATP6V1E1	0.1143623717044593	0.9089505412768232	C0027662	Thyroid	hsa:529
NIPA1	0.114239471152374	0.909047963252204	C0027662	Thyroid	hsa:123606
BRK1	0.1140347197651863	0.9092102705608304	C0027662	Thyroid	hsa:55845
DMRT2	0.1140164148759735	0.9092247811101852	C0027662	Thyroid	hsa:10655
A2M	0.1139705639247821	0.9092611279525864	C0027662	Thyroid	hsa:2
SLC22A18	-0.1138175657787452	0.9093824136042944	C0027662	Thyroid	hsa:5002
PITPNA	0.1134924718897242	0.9096401310830292	C0027662	Thyroid	hsa:5306
STX18	0.1131159660359974	0.9099386171674452	C0027662	Thyroid	hsa:53407
RGS12	0.1128685845848557	0.910134743008552	C0027662	Thyroid	hsa:6002
ESPN	-0.1126173958182334	0.910333892920716	C0027662	Thyroid	hsa:83715
WDR35	-0.1126108096395038	0.91033911471461	C0027662	Thyroid	hsa:57539
ZNF195	0.111253136609224	0.9114156161975376	C0027662	Thyroid	hsa:7748
ATP8B3	-0.1111142003829731	0.9115257881959332	C0027662	Thyroid	hsa:148229
GPR153	-0.111083909869194	0.9115498078336556	C0027662	Thyroid	hsa:387509
NLRP14	-0.1110396534204483	0.9115849022620546	C0027662	Thyroid	hsa:338323
TIGAR	-0.1108635969211979	0.911724513051622	C0027662	Thyroid	hsa:57103
SLC29A4	-0.1108119731336925	0.9117654506413154	C0027662	Thyroid	hsa:222962
IL17RC	-0.1106323833044931	0.9119078669428686	C0027662	Thyroid	hsa:84818
PRNP	-0.1103780180906018	0.9121095856179882	C0027662	Thyroid	hsa:5621
FOXQ1	-0.1097522372925184	0.912605871240112	C0027662	Thyroid	hsa:94234
RNASEH1	0.1095016747713088	0.9128045934829444	C0027662	Thyroid	hsa:246243
LPIN2	-0.1094101919682179	0.912877150257781	C0027662	Thyroid	hsa:9663
TUB	0.1093098532101387	0.912956731696324	C0027662	Thyroid	hsa:7275
DNAAF5	0.1092805324214244	0.9129799869879884	C0027662	Thyroid	hsa:54919
TPRG1L	-0.1088774502277374	0.9132996924124276	C0027662	Thyroid	hsa:127262
MYL12A	0.1071031838655471	0.9147071213394272	C0027662	Thyroid	hsa:10627
GPR146	0.1067754700779915	0.9149671082437189	C0027662	Thyroid	hsa:115330
NUP88	-0.1065674200654029	0.9151321663783446	C0027662	Thyroid	hsa:4927
CHMP4A	0.105067631295762	0.9163221435914192	C0027662	Thyroid	hsa:29082
CDA	-0.1050083776010606	0.9163691611111237	C0027662	Thyroid	hsa:978
USP47	-0.1045367605659926	0.91674339736111	C0027662	Thyroid	hsa:55031
TTC5	-0.1043455153703689	0.9168951589843496	C0027662	Thyroid	hsa:91875
THUMPD3	-0.1042976273000145	0.9169331607860738	C0027662	Thyroid	hsa:25917
GCNT2	-0.1039080779998273	0.9172422964954636	C0027662	Thyroid	hsa:2651
WDR18	-0.1035205313054182	0.9175498554084688	C0027662	Thyroid	hsa:57418
PRPF4B	-0.1032765507698059	0.9177434858623909	C0027662	Thyroid	hsa:8899
ZNF174	-0.1030804463595652	0.9178991238887438	C0027662	Thyroid	hsa:7727
IL33	0.102718834091376	0.918186125270274	C0027662	Thyroid	hsa:90865
FSTL3	0.1019459664821624	0.91879956402371	C0027662	Thyroid	hsa:10272
DYRK4	-0.1018571948169021	0.9188700267732692	C0027662	Thyroid	hsa:8798
FSD1	0.1017978861927986	0.9189171035092324	C0027662	Thyroid	hsa:79187
MIOS	0.1010411082556156	0.9195178274711616	C0027662	Thyroid	hsa:54468
LINC00987	-0.1007133268037808	0.919778031907937	C0027662	Thyroid	hsa:100499405
NLRP6	0.1006446831441013	0.9198325247463032	C0027662	Thyroid	hsa:171389
LRPAP1	-0.1003396859900349	0.9200746515932025	C0027662	Thyroid	hsa:4043
CAMTA2	0.0998017559909756	0.9205017139337808	C0027662	Thyroid	hsa:23125
MRPL36	0.0997134984641905	0.9205717837301636	C0027662	Thyroid	hsa:64979
PANK2	0.0992226818331073	0.9209614662223172	C0027662	Thyroid	hsa:80025
CECR1	-0.0991779655436422	0.92099696954	C0027662	Thyroid	hsa:51816
SBNO2	-0.0990792214870452	0.9210753697513808	C0027662	Thyroid	hsa:22904
GOLGA8S	0.0989358276128768	0.921189222121512	C0027662	Thyroid	hsa:653061
GALNT15	0.0976995527744293	0.9221708706935496	C0027662	Thyroid	hsa:117248
LTB4R	-0.0975888714119858	0.9222587616500436	C0027662	Thyroid	hsa:1241
CIB4	-0.0970583856105804	0.922680028248836	C0027662	Thyroid	hsa:130106
PCGF3	-0.097043075040292	0.9226921869211224	C0027662	Thyroid	hsa:10336
PGP	-0.0968365694033363	0.9228561822082956	C0027662	Thyroid	hsa:283871
GPR162	0.0966844335198402	0.9229770021607204	C0027662	Thyroid	hsa:27239
SDHA	-0.0965844831447021	0.9230563795336444	C0027662	Thyroid	hsa:6389
HDAC11	-0.0964539349079132	0.9231600578980248	C0027662	Thyroid	hsa:79885
RIOK1	0.0963816516712289	0.923217464120115	C0027662	Thyroid	hsa:83732
MRPS34	-0.0961927622556686	0.923367479042803	C0027662	Thyroid	hsa:65993
EFR3B	-0.0961601109057564	0.923393410839661	C0027662	Thyroid	hsa:22979
ANKS3	0.0956300994475621	0.923814358846014	C0027662	Thyroid	hsa:124401
EMILIN2	0.0956031854051779	0.9238357352040852	C0027662	Thyroid	hsa:84034
VPS16	0.0954570169193872	0.9239518298318292	C0027662	Thyroid	hsa:64601
TCF3	0.0952514335513114	0.924115117595767	C0027662	Thyroid	hsa:6929
TATDN2	-0.0947213023900985	0.92453619719205	C0027662	Thyroid	hsa:9797
TSSC4	0.0946919153655197	0.9245595397265768	C0027662	Thyroid	hsa:10078
PSME2	0.0946674570441246	0.9245789673711006	C0027662	Thyroid	hsa:5721
PFKFB3	-0.0942218452692032	0.9249329319527256	C0027662	Thyroid	hsa:5209
MICALL2	-0.0941664411749818	0.9249769423484668	C0027662	Thyroid	hsa:79778
HES4	0.0936945676803588	0.9253517856582693	C0027662	Thyroid	hsa:57801
PLD2	0.0931190509771888	0.925808982703502	C0027662	Thyroid	hsa:5338
DNASE1	-0.0927852839231491	0.9260741423002784	C0027662	Thyroid	hsa:1773
BET1L	-0.0926689533760522	0.9261665624633888	C0027662	Thyroid	hsa:51272
ALG1	0.0926521355263429	0.9261799236831596	C0027662	Thyroid	hsa:56052
RPL22	0.0926252670702253	0.926201269817167	C0027662	Thyroid	hsa:6146
ALLC	0.092257410287857	0.9264935256695134	C0027662	Thyroid	hsa:55821
RNPS1	0.0922378102429522	0.9265090978449187	C0027662	Thyroid	hsa:10921
HBG2	-0.0919925346970558	0.9267039708904669	C0027662	Thyroid	hsa:3048
MRPL57	-0.0918734399271168	0.9267985940604502	C0027662	Thyroid	hsa:78988
METRN	-0.0904791095563479	0.9279064940139315	C0027662	Thyroid	hsa:79006
FAM43B	-0.0904445514803871	0.9279339547785804	C0027662	Thyroid	hsa:163933
ERVFRD-1	-0.089884303510189	0.9283791546417416	C0027662	Thyroid	hsa:405754
TYMS	-0.0895625533178958	0.9286348428946676	C0027662	Thyroid	hsa:7298
TPGS1	0.0892051830887794	0.9289188462932376	C0027662	Thyroid	hsa:91978
LINC01836	0.088663063943386	0.9293496875889012	C0027662	Thyroid	hsa:107985343
IPO7	0.0883657952484757	0.9295859463543368	C0027662	Thyroid	hsa:10527
AES	0.0878066894740386	0.9300303208730344	C0027662	Thyroid	hsa:166
SSR1	-0.0873327172576334	0.9304070487505036	C0027662	Thyroid	hsa:6745
UBQLNL	-0.0869090367056305	0.930743816449614	C0027662	Thyroid	hsa:143630
TMEM184A	0.0867016911506652	0.930908632137938	C0027662	Thyroid	hsa:202915
IFITM3	-0.0864800664614899	0.9310848013591188	C0027662	Thyroid	hsa:10410
NSG1	0.0863235136569004	0.9312092470464352	C0027662	Thyroid	hsa:27065
ZDHHC20	0.0861941244433911	0.9313121013414886	C0027662	Thyroid	hsa:253832
ADCYAP1	-0.0861203297972679	0.9313707628216696	C0027662	Thyroid	hsa:116
RNF24	-0.0857642323262909	0.9316538401463844	C0027662	Thyroid	hsa:11237
TOX4	-0.0853471061863808	0.9319854427993516	C0027662	Thyroid	hsa:9878
DHRS1	-0.0846287513173104	0.9325565408118622	C0027662	Thyroid	hsa:115817
LSM3	0.0845317989587783	0.9326336213977222	C0027662	Thyroid	hsa:27258
FLYWCH1	0.0842641740772679	0.9328463960081592	C0027662	Thyroid	hsa:84256
SPNS3	-0.0837846961079708	0.93322761596882	C0027662	Thyroid	hsa:201305
PKD1	0.0837249904870987	0.9332750873666272	C0027662	Thyroid	hsa:5310
PLEKHM2	-0.0836462377414116	0.9333377033235823	C0027662	Thyroid	hsa:23207
DNAJC16	-0.083608329296112	0.9333678443065004	C0027662	Thyroid	hsa:23341
MRVI1	0.0835004598345815	0.9334536117754636	C0027662	Thyroid	hsa:10335
RBMXL2	-0.083424188196659	0.9335142561463872	C0027662	Thyroid	hsa:27288
MXD4	-0.0832481831312179	0.9336542010726944	C0027662	Thyroid	hsa:10608
RAB26	0.0828117355704307	0.9340012375459976	C0027662	Thyroid	hsa:25837
LINC00487	-0.0827066369401472	0.9340848074412612	C0027662	Thyroid	hsa:400941
TM9SF1	-0.0826520551706563	0.9341282087955308	C0027662	Thyroid	hsa:10548
PRKCZ	0.0826289421630789	0.9341465874421148	C0027662	Thyroid	hsa:5590
DIP2C	0.082259863615036	0.9344400704053388	C0027662	Thyroid	hsa:22982
UBE2J2	-0.0820954996541181	0.934570771801574	C0027662	Thyroid	hsa:118424
ARHGEF10	0.0820576730745818	0.9346008515574172	C0027662	Thyroid	hsa:9639
CRMP1	-0.081857033361308	0.9347604021345868	C0027662	Thyroid	hsa:1400
NDUFS7	0.0815218985080719	0.9350269103462384	C0027662	Thyroid	hsa:374291
C14orf93	-0.0813795612737	0.9351401029321074	C0027662	Thyroid	hsa:60686
DHRS2	-0.0811283588409423	0.935339872923324	C0027662	Thyroid	hsa:10202
MAK	0.0808180575002084	0.9355866472360704	C0027662	Thyroid	hsa:4117
LA16c-312E8.5	-0.0806777493216245	0.9356982325910485	C0027662	Thyroid	hsa:105371045
DLGAP1	-0.0804309919476509	0.9358944787342078	C0027662	Thyroid	hsa:9229
CD274	0.0803771097734157	0.9359373317466906	C0027662	Thyroid	hsa:29126
SHISA2	-0.0803558542103534	0.935954236551908	C0027662	Thyroid	hsa:387914
IAH1	0.0796298831701278	0.936531627344368	C0027662	Thyroid	hsa:285148
TPSD1	-0.0795957666693314	0.93655876224398	C0027662	Thyroid	hsa:23430
CNTN4	0.0791642863221947	0.9369019507956236	C0027662	Thyroid	hsa:152330
WASF3	0.0784600898623466	0.9374620759931972	C0027662	Thyroid	hsa:10810
ELANE	0.0781486516565602	0.9377098070720504	C0027662	Thyroid	hsa:1991
MRFAP1L1	-0.0781284347176551	0.9377258886862464	C0027662	Thyroid	hsa:114932
USP14	-0.0776617527008056	0.938097119101488	C0027662	Thyroid	hsa:9097
IL15RA	-0.0776530653238296	0.938104029756053	C0027662	Thyroid	hsa:3601
LINC00543	0.0756787285208702	0.93967469963368	C0027662	Thyroid	hsa:100132234
THOC1	-0.0755107626318931	0.9398083346440436	C0027662	Thyroid	hsa:9984
TGM1	-0.0750650145315061	0.9401629836203532	C0027662	Thyroid	hsa:7051
SEC14L5	0.0749049072778601	0.9402903720856872	C0027662	Thyroid	hsa:9717
NUP58	-0.0748869553208351	0.9403046555579432	C0027662	Thyroid	hsa:9818
MRPL23	-0.0747946128249168	0.940378128156054	C0027662	Thyroid	hsa:6150
