gene	entrezgene
PLK4	hsa:10733
NPSR1	hsa:387129
ARPC1A	hsa:10552
TEAD2	hsa:8463
TXLNA	hsa:200081
UNC93B4	hsa:643384
MAT1A	hsa:4143
ZNF57	hsa:126295
MOK	hsa:5891
WAC-AS1	hsa:220906
GCDH	hsa:2639
IKBIP	hsa:121457
SRM	hsa:6723
MAPK1	hsa:5594
HOPX	hsa:84525
GLRX	hsa:2745
CAMLG	hsa:819
WWP1	hsa:11059
TFAP2A-AS1	hsa:100130275
MRPS2	hsa:51116
DIDO1	hsa:11083
ZNF267	hsa:10308
PRKCA	hsa:5578
EPO	hsa:2056
BRAF	hsa:673
TYK2	hsa:7297
FZD4	hsa:8322
GTF2A1	hsa:2957
ZNF202	hsa:7753
TGIF2	hsa:60436
MAGEC2	hsa:51438
PAH	hsa:5053
BID	hsa:637
MEG3	hsa:55384
RUVBL1	hsa:8607
FGB	hsa:2244
LOC101929748	hsa:101929748
IL7R	hsa:3575
LONRF3	hsa:79836
KIF21B	hsa:23046
CD83	hsa:9308
SYK	hsa:6850
CKMT2-AS1	hsa:100131067
TIE1	hsa:7075
LOC107986852	hsa:107986852
ZNF18	hsa:7566
ERCC3	hsa:2071
SDHA	hsa:6389
STMN1	hsa:3925
NRBP1	hsa:29959
EFHC1	hsa:114327
NEUROG1	hsa:4762
CSNK2A1	hsa:1457
SP2	hsa:6668
TSPAN6	hsa:7105
MLH1	hsa:4292
LPP-AS2	hsa:339929
POLD1	hsa:5424
TNFRSF13B	hsa:23495
CDKN2C	hsa:1031
NR0B1	hsa:190
MBD3	hsa:53615
BLCAP	hsa:10904
COX4I1	hsa:1327
SNAI2	hsa:6591
OR2M2	hsa:391194
FER	hsa:2241
TK1	hsa:7083
TMEM174	hsa:134288
CHGA	hsa:1113
MTAP	hsa:4507
ZNF572	hsa:137209
STAT1	hsa:6772
POU4F3	hsa:5459
SNAI1	hsa:6615
SLC25A14	hsa:9016
VAV1	hsa:7409
P2RY6	hsa:5031
PLEKHG3	hsa:26030
CDK3	hsa:1018
CARD11	hsa:84433
ELF2	hsa:1998
IFNA10	hsa:3446
PLK1	hsa:5347
ZNF610	hsa:162963
MB	hsa:4151
KLHL12	hsa:59349
PRKAG1	hsa:5571
HAND1	hsa:9421
ETS1	hsa:2113
FKBP4	hsa:2288
ZNF550	hsa:162972
SOCS1	hsa:8651
TGDS	hsa:23483
ANKZF1	hsa:55139
ZNF22	hsa:7570
GAS5	hsa:60674
FOXP3	hsa:50943
ARIH1	hsa:25820
BPHL	hsa:670
C1S	hsa:716
FAM3C	hsa:10447
KCNA6	hsa:3742
LHX9	hsa:56956
DPF2	hsa:5977
EGLN1	hsa:54583
HSP90B1	hsa:7184
MGST2	hsa:4258
DCLK2	hsa:166614
KLHL6	hsa:89857
TFAP4	hsa:7023
ETV6	hsa:2120
DKK1	hsa:22943
TIMM17B	hsa:10245
CLPB	hsa:81570
LIPT1	hsa:51601
CSNK1E	hsa:1454
PRR7-AS1	hsa:340037
HSD17B11	hsa:51170
NR4A1	hsa:3164
CDK16	hsa:5127
ZNF227	hsa:7770
HCAR1	hsa:27198
SIRT6	hsa:51548
SLC6A14	hsa:11254
SHOX2	hsa:6474
APOC3	hsa:345
CCNC	hsa:892
CS	hsa:1431
UNC93B1	hsa:81622
S100A1	hsa:6271
ZNF446	hsa:55663
ZNF670	hsa:93474
ZRSR2	hsa:8233
SIAH1	hsa:6477
IREB2	hsa:3658
MMP1	hsa:4312
OLIG3	hsa:167826
PTTG1	hsa:9232
QDPR	hsa:5860
LOC107986968	hsa:107986968
P4HB	hsa:5034
NDUFA3	hsa:4696
PRKD2	hsa:25865
GMPR2	hsa:51292
CHEK2	hsa:11200
MEF2A	hsa:4205
MTF2	hsa:22823
LDHB	hsa:3945
PLOD3	hsa:8985
LCMT1	hsa:51451
FBXO16	hsa:157574
VEGFC	hsa:7424
CIITA	hsa:4261
FOXM1	hsa:2305
CPSF1	hsa:29894
SKP1	hsa:6500
SPANXN4	hsa:441525
ZNF544	hsa:27300
CFLAR	hsa:8837
RPS16	hsa:6217
ADAP2	hsa:55803
MIR193BHG	hsa:100129781
ING1	hsa:3621
GPR4	hsa:2828
CDC42	hsa:998
KIF2C	hsa:11004
SUPT5H	hsa:6829
TIGD7	hsa:91151
LRPPRC	hsa:10128
GNAZ	hsa:2781
HAX1	hsa:10456
LRCH4	hsa:4034
PI4KAP2	hsa:375133
NR1I2	hsa:8856
LIPH	hsa:200879
MAOA	hsa:4128
SOS1	hsa:6654
SNHG15	hsa:285958
GPRC5B	hsa:51704
MAP2K4	hsa:6416
YTHDF1	hsa:54915
RBKS	hsa:64080
ELFN1-AS1	hsa:101927125
HBE1	hsa:3046
CREBBP	hsa:1387
TAGAP	hsa:117289
STK17A	hsa:9263
INHBE	hsa:83729
MAS1L	hsa:116511
ZNF621	hsa:285268
RPS3A	hsa:6189
OXER1	hsa:165140
ADORA2B	hsa:136
TULP2	hsa:7288
HOXA2	hsa:3199
BRF2	hsa:55290
FGG	hsa:2266
SMURF2	hsa:64750
FAIM	hsa:55179
RRAGA	hsa:10670
BCL6	hsa:604
VN1R4	hsa:317703
GLOD4	hsa:51031
PDK1	hsa:5163
ZNF500	hsa:26048
F2RL1	hsa:2150
LARP6	hsa:55323
P4HA2	hsa:8974
DHCR24	hsa:1718
SIRT2	hsa:22933
ARIH2	hsa:10425
BRD9	hsa:65980
PDLIM1	hsa:9124
ULK2	hsa:9706
SMAD4	hsa:4089
MBNL3	hsa:55796
PBK	hsa:55872
RAPGEF3	hsa:10411
ADRB2	hsa:154
MMP7	hsa:4316
ZNF418	hsa:147686
CAMKK2	hsa:10645
GTF2IRD2	hsa:84163
FGFRL1	hsa:53834
DNAJA3	hsa:9093
HOGA1	hsa:112817
SKP2	hsa:6502
TIMM50	hsa:92609
ZNF558	hsa:148156
TOMM22	hsa:56993
HDAC2	hsa:3066
BCAT2	hsa:587
FGFR2	hsa:2263
ZXDC	hsa:79364
TAF1B	hsa:9014
ZNF680	hsa:340252
SHPRH	hsa:257218
HBP1	hsa:26959
SUCLA2	hsa:8803
FBXO46	hsa:23403
TAF15	hsa:8148
LARS2	hsa:23395
SMIM26	hsa:388789
SPIB	hsa:6689
PAX3	hsa:5077
ZNF19	hsa:7567
REG3A	hsa:5068
EBNA1BP2	hsa:10969
XKRX	hsa:402415
FUT2	hsa:2524
ECD	hsa:11319
FZD7	hsa:8324
LRP4-AS1	hsa:100507401
KLHL2	hsa:11275
DNAJC12	hsa:56521
FUT1	hsa:2523
GCLC	hsa:2729
KCNS3	hsa:3790
IL2RB	hsa:3560
ZNF134	hsa:7693
POU2F2	hsa:5452
ZNF679	hsa:168417
CRK	hsa:1398
DHRS3	hsa:9249
PSENEN	hsa:55851
CLK1	hsa:1195
TLX2	hsa:3196
NBPF15	hsa:284565
PSEN1	hsa:5663
TADA3	hsa:10474
SNX6	hsa:58533
HRAS	hsa:3265
WFDC2	hsa:10406
GATAD2A	hsa:54815
ZNF785	hsa:146540
KIF14	hsa:9928
ZNF747	hsa:65988
TACC3	hsa:10460
VPS9D1-AS1	hsa:100128881
GPR160	hsa:26996
COPS2	hsa:9318
TICAM2	hsa:353376
SOCS6	hsa:9306
CDO1	hsa:1036
WWTR1	hsa:25937
ESR1	hsa:2099
HCK	hsa:3055
SNX11	hsa:29916
GON4L	hsa:54856
UBE3B	hsa:89910
CEBPE	hsa:1053
TRIM39	hsa:56658
DLGAP5	hsa:9787
TLR5	hsa:7100
EDNRB	hsa:1910
FOXP4	hsa:116113
CDKL4	hsa:344387
DNAJC2	hsa:27000
PPARGC1A	hsa:10891
SNRK	hsa:54861
PXN-AS1	hsa:100506649
ORMDL2	hsa:29095
PURG	hsa:29942
GGH	hsa:8836
RAB4A	hsa:5867
RNF213	hsa:57674
MYF6	hsa:4618
TSEN2	hsa:80746
RNASE4	hsa:6038
VDR	hsa:7421
PTPN4	hsa:5775
PIH1D1	hsa:55011
NFIB	hsa:4781
POU5F1	hsa:5460
TRAT1	hsa:50852
CCND3	hsa:896
MOS	hsa:4342
PDS5A	hsa:23244
MLLT10	hsa:8028
ERH	hsa:2079
ZNF581	hsa:51545
SMO	hsa:6608
ZNF701	hsa:55762
AKR1C3	hsa:8644
GCM2	hsa:9247
SRP14	hsa:6727
TTN-AS1	hsa:100506866
HMG20B	hsa:10362
E2F3	hsa:1871
CHTF8	hsa:54921
QPCT	hsa:25797
KAT5	hsa:10524
MSRA	hsa:4482
ASF1B	hsa:55723
PCK2	hsa:5106
ZNF497	hsa:162968
FOS	hsa:2353
GPR183	hsa:1880
HOXA3	hsa:3200
HTR2C	hsa:3358
SMARCAD1	hsa:56916
TAF6L	hsa:10629
ZNF394	hsa:84124
THRA	hsa:7067
PPAT	hsa:5471
ZNF205	hsa:7755
PCCB	hsa:5096
ASAH1	hsa:427
FAM171B	hsa:165215
FTH1	hsa:2495
DVL2	hsa:1856
KCNA1	hsa:3736
ZBTB22	hsa:9278
GRHL3	hsa:57822
EPHB6	hsa:2051
ATF3	hsa:467
NQO2	hsa:4835
CTNNB1	hsa:1499
RELB	hsa:5971
SOCS4	hsa:122809
MAFB	hsa:9935
RXRG	hsa:6258
E4F1	hsa:1877
DYNLT3	hsa:6990
TNFRSF10B	hsa:8795
RAMP1	hsa:10267
TGIF2LY	hsa:90655
MKKS	hsa:8195
BRCA1	hsa:672
GK	hsa:2710
IRF3	hsa:3661
ZC3H7B	hsa:23264
EIF2B2	hsa:8892
FBXO10	hsa:26267
RAPSN	hsa:5913
PTP4A2	hsa:8073
YKT6	hsa:10652
HSPA5	hsa:3309
POGZ	hsa:23126
SNHG17	hsa:388796
SYT1	hsa:6857
PAFAH1B3	hsa:5050
DCAF4L2	hsa:138009
PRMT7	hsa:54496
RHOA	hsa:387
SPINT1-AS1	hsa:102724362
SUOX	hsa:6821
CAMK2G	hsa:818
RRM2	hsa:6241
TXNL1	hsa:9352
DLX6	hsa:1750
MAP4K3	hsa:8491
SNHG6	hsa:641638
CCDC150	hsa:284992
CCDC144NL-AS1	hsa:440416
FDXR	hsa:2232
RIT1	hsa:6016
CRABP1	hsa:1381
ANAPC5	hsa:51433
ZNF595	hsa:152687
TOX4	hsa:9878
MTM1	hsa:4534
TRIP13	hsa:9319
NOXA1	hsa:10811
RBMX	hsa:27316
EGFR	hsa:1956
RICTOR	hsa:253260
ANG	hsa:283
PREX2	hsa:80243
MAP4K5	hsa:11183
E2F6	hsa:1876
ASB3	hsa:51130
LINC00265	hsa:349114
HRH4	hsa:59340
NAMPT	hsa:10135
ZBED2	hsa:79413
ZNF404	hsa:342908
MSH5	hsa:4439
POLR3C	hsa:10623
HDAC1	hsa:3065
SNHG9	hsa:735301
UCK2	hsa:7371
HOXB5	hsa:3215
TSC2	hsa:7249
FTL	hsa:2512
HLF	hsa:3131
ARSI	hsa:340075
MCCC2	hsa:64087
PAFAH1B1	hsa:5048
SLC22A4	hsa:6583
NDUFA13	hsa:51079
TH	hsa:7054
RPS6KA3	hsa:6197
LHX8	hsa:431707
CYP24A1	hsa:1591
NF2	hsa:4771
ISG20	hsa:3669
IGHA2	hsa:3494
MMP14	hsa:4323
NR5A1	hsa:2516
SMAD3	hsa:4088
SCMH1	hsa:22955
GGA2	hsa:23062
USF1	hsa:7391
SLC27A3	hsa:11000
TRIM13	hsa:10206
MNT	hsa:4335
DHRS2	hsa:10202
DCST1-AS1	hsa:100505666
GBP2	hsa:2634
NCOA1	hsa:8648
RNF166	hsa:115992
GTF2A2	hsa:2958
CYB5A	hsa:1528
ZNF639	hsa:51193
ZNF513	hsa:130557
ZNF335	hsa:63925
CTCF	hsa:10664
PHF19	hsa:26147
HMGCS2	hsa:3158
ZNF454	hsa:285676
MAPKAP1	hsa:79109
OPN3	hsa:23596
KLF11	hsa:8462
CNOT8	hsa:9337
PPIL2	hsa:23759
TUBB	hsa:203068
DIABLO	hsa:56616
NSA2	hsa:10412
TANK	hsa:10010
PSMD10	hsa:5716
LACC1	hsa:144811
ALDH1A1	hsa:216
TSC22D1	hsa:8848
PPP1R10	hsa:5514
FOSL1	hsa:8061
TNK1	hsa:8711
SNURF	hsa:8926
ZFP36L1	hsa:677
ZNF239	hsa:8187
PAQR7	hsa:164091
KCNN4	hsa:3783
HDAC6	hsa:10013
LINC01426	hsa:100506385
PPP2R3C	hsa:55012
ALPK1	hsa:80216
MAEL	hsa:84944
MAPKAPK3	hsa:7867
RASGRP2	hsa:10235
GTPBP8	hsa:29083
RGS3	hsa:5998
RUVBL2	hsa:10856
AXIN2	hsa:8313
SETD5	hsa:55209
HECW2	hsa:57520
CSNK1G2	hsa:1455
MCCC1	hsa:56922
WDR18	hsa:57418
HLA-B	hsa:3106
QRSL1	hsa:55278
RSPH1	hsa:89765
OR2G6	hsa:391211
GPR55	hsa:9290
RHOD	hsa:29984
ALDH6A1	hsa:4329
GZMA	hsa:3001
HLA-A	hsa:3105
ASPHD1	hsa:253982
KRAS	hsa:3845
DDIT3	hsa:1649
RAB27A	hsa:5873
SYCP1	hsa:6847
CDH9	hsa:1007
FAM200A	hsa:221786
VSIG10L2	hsa:338667
PSMA5	hsa:5686
ZNF74	hsa:7625
ADCY9	hsa:115
SLFN11	hsa:91607
HSPD1	hsa:3329
IRF2	hsa:3660
BNIP3	hsa:664
DNAJB9	hsa:4189
BMP2	hsa:650
RNF8	hsa:9025
TEX10	hsa:54881
KIF20A	hsa:10112
NTRK3	hsa:4916
MAGEA10	hsa:4109
UQCR11	hsa:10975
EXT2	hsa:2132
TPMT	hsa:7172
SOD1	hsa:6647
FOXO1	hsa:2308
HPN	hsa:3249
FOXN2	hsa:3344
SMIM27	hsa:100129250
GGTLC1	hsa:92086
SPATA8	hsa:145946
SRPK2	hsa:6733
EFNB2	hsa:1948
ZNF155	hsa:7711
PPP2R5C	hsa:5527
ERAP1	hsa:51752
SULT1A1	hsa:6817
PSG11	hsa:5680
KLHDC2	hsa:23588
MYLK2	hsa:85366
ZNF410	hsa:57862
PDE4D	hsa:5144
PHYH	hsa:5264
IGHM	hsa:3507
ZNF653	hsa:115950
GPR52	hsa:9293
MED7	hsa:9443
POFUT1	hsa:23509
FOXN3	hsa:1112
PPARD	hsa:5467
BEND5	hsa:79656
F2R	hsa:2149
KITLG	hsa:4254
MDH1	hsa:4190
TRIM22	hsa:10346
XPO7	hsa:23039
TLE1	hsa:7088
EGFL8	hsa:80864
NEK2	hsa:4751
UNC45B	hsa:146862
IMPDH2	hsa:3615
RBM6	hsa:10180
GPR35	hsa:2859
SDHB	hsa:6390
ULK3	hsa:25989
MYD88	hsa:4615
NANOG	hsa:79923
RFX4	hsa:5992
GADD45B	hsa:4616
ILF2	hsa:3608
ARPC3	hsa:10094
ASAP2	hsa:8853
GRAMD1B	hsa:57476
ITK	hsa:3702
EIF4EBP1	hsa:1978
HOXA-AS2	hsa:285943
LIG3	hsa:3980
ACVR1B	hsa:91
CCT7	hsa:10574
CLIC4	hsa:25932
PDAP1	hsa:11333
PLCG1	hsa:5335
MORF4L1	hsa:10933
KBTBD4	hsa:55709
CBLL1	hsa:79872
POU2AF1	hsa:5450
PSMG3-AS1	hsa:114796
TBL1XR1	hsa:79718
MSH2	hsa:4436
MED4	hsa:29079
RPS27A	hsa:6233
MCM8	hsa:84515
IL10	hsa:3586
SMU1	hsa:55234
CCRL2	hsa:9034
GTF2E2	hsa:2961
ZNF738	hsa:148203
MKNK1	hsa:8569
UFM1	hsa:51569
ELOVL6	hsa:79071
RAC1	hsa:5879
ETS2	hsa:2114
HMGCR	hsa:3156
DCPS	hsa:28960
OXTR	hsa:5021
IFIT5	hsa:24138
EHF	hsa:26298
GPR156	hsa:165829
ZNF32	hsa:7580
PIK3IP1	hsa:113791
ZNF461	hsa:92283
MAPK8	hsa:5599
RDH11	hsa:51109
RAB42	hsa:115273
ERG	hsa:2078
CBS	hsa:875
LSR	hsa:51599
ZNF345	hsa:25850
ZBTB20	hsa:26137
CCDC92	hsa:80212
RALA	hsa:5898
TRAF3	hsa:7187
GPR137B	hsa:7107
CXCR2	hsa:3579
ZEB2	hsa:9839
ZNF543	hsa:125919
SPAG8	hsa:26206
ZNF827	hsa:152485
TSN	hsa:7247
MYOD1	hsa:4654
SNHG25	hsa:105376843
MYL6	hsa:4637
NEK8	hsa:284086
IDH3G	hsa:3421
PRPF19	hsa:27339
PSMD12	hsa:5718
RGS11	hsa:8786
CBLC	hsa:23624
NR1H2	hsa:7376
GATA3	hsa:2625
KCTD1	hsa:284252
SLIRP	hsa:81892
IFIH1	hsa:64135
RHPN1-AS1	hsa:78998
MCM7	hsa:4176
STK25	hsa:10494
ANXA5	hsa:308
PIK3R1	hsa:5295
ZNF486	hsa:90649
KRTAP5-9	hsa:3846
ANXA1	hsa:301
NFKBIA	hsa:4792
NIT1	hsa:4817
RPS13	hsa:6207
NFATC3	hsa:4775
POLR2H	hsa:5437
HK1	hsa:3098
CHEK1	hsa:1111
MLST8	hsa:64223
ZNF517	hsa:340385
STK32C	hsa:282974
STK33	hsa:65975
ORMDL3	hsa:94103
ZNF296	hsa:162979
ZSWIM2	hsa:151112
MAP2K7	hsa:5609
ASCL4	hsa:121549
HAL	hsa:3034
MXRA8	hsa:54587
PHF1	hsa:5252
ZDHHC4	hsa:55146
DKC1	hsa:1736
BCL2L2	hsa:599
DLX4	hsa:1748
TLK2	hsa:11011
BACH1	hsa:571
CBX7	hsa:23492
GTF2F2	hsa:2963
NDUFB5	hsa:4711
HORMAD2	hsa:150280
CTC-338M12.4	hsa:101928649
SMYD3	hsa:64754
GAB2	hsa:9846
ASGR2	hsa:433
MVP	hsa:9961
RARG	hsa:5916
IRF6	hsa:3664
KLHL36	hsa:79786
NDUFS3	hsa:4722
CCNH	hsa:902
ZNF559	hsa:84527
MET	hsa:4233
TRIM37	hsa:4591
GNB2	hsa:2783
ZDHHC11	hsa:79844
SNAPC1	hsa:6617
ZNF329	hsa:79673
AKTIP	hsa:64400
LRPAP1	hsa:4043
DYRK1B	hsa:9149
FBXL20	hsa:84961
ADI1	hsa:55256
DPF3	hsa:8110
CD19	hsa:930
SQSTM1	hsa:8878
HSBP1	hsa:3281
ZNF423	hsa:23090
MBNL1-AS1	hsa:401093
ZNF711	hsa:7552
PCGF5	hsa:84333
TRIT1	hsa:54802
AMPD2	hsa:271
ZNF165	hsa:7718
BHMT	hsa:635
DAXX	hsa:1616
CDK5	hsa:1020
IGFBP4	hsa:3487
DUSP1	hsa:1843
HADHB	hsa:3032
NEK11	hsa:79858
BOLA1	hsa:51027
GMEB1	hsa:10691
PASD1	hsa:139135
AURKA	hsa:6790
KLF4	hsa:9314
TNFSF8	hsa:944
ARL4C	hsa:10123
LRRC45	hsa:201255
INPP1	hsa:3628
CTNNBIP1	hsa:56998
EZH2	hsa:2146
RNF186	hsa:54546
SATB1	hsa:6304
MRPS17	hsa:51373
TRAK2	hsa:66008
ZBTB47	hsa:92999
ZBP1	hsa:81030
PDHA1	hsa:5160
PLA2G12B	hsa:84647
TMSB4X	hsa:7114
TNFRSF19	hsa:55504
VEGFA	hsa:7422
HOXA10	hsa:3206
PDIA5	hsa:10954
TIMELESS	hsa:8914
RPA2	hsa:6118
DYNLL2	hsa:140735
BUB3	hsa:9184
GSC	hsa:145258
GNAI1	hsa:2770
CDC42SE1	hsa:56882
HLA-DPB1	hsa:3115
STAT2	hsa:6773
RHOBTB1	hsa:9886
RPS6KA5	hsa:9252
CBLB	hsa:868
KLHL34	hsa:257240
ZFYVE19	hsa:84936
SHC4	hsa:399694
MAPK6	hsa:5597
PCNA	hsa:5111
LIPA	hsa:3988
PUS7L	hsa:83448
ITGB2	hsa:3689
SP110	hsa:3431
PSMB9	hsa:5698
CEP72	hsa:55722
NKIRAS2	hsa:28511
SOCS3	hsa:9021
ZNF473	hsa:25888
PRKCB	hsa:5579
TGIF1	hsa:7050
HMGN4	hsa:10473
TIMP2	hsa:7077
GSK3B	hsa:2932
LZIC	hsa:84328
ZNF98	hsa:148198
PDHX	hsa:8050
HTR4	hsa:3360
PRKACA	hsa:5566
LNX1	hsa:84708
SLC29A1	hsa:2030
ERF	hsa:2077
RNF19B	hsa:127544
TNFRSF1A	hsa:7132
IL6R	hsa:3570
LINC00526	hsa:147525
WNK4	hsa:65266
SCEL	hsa:8796
PSME2	hsa:5721
ATIC	hsa:471
ZNF195	hsa:7748
ZNF671	hsa:79891
MAP2K3	hsa:5606
TGFB1	hsa:7040
S100P	hsa:6286
SNHG10	hsa:283596
TIGD4	hsa:201798
YAP1	hsa:10413
RBM26	hsa:64062
BCL2L11	hsa:10018
CNDP2	hsa:55748
PPARG	hsa:5468
RND3	hsa:390
CASD1	hsa:64921
ZNF569	hsa:148266
NCF2	hsa:4688
DTX4	hsa:23220
MZT1	hsa:440145
PPP1CA	hsa:5499
SERPINB2	hsa:5055
SORD	hsa:6652
ATG3	hsa:64422
PML	hsa:5371
CSNK2B	hsa:1460
NRBF2	hsa:29982
LINC01011	hsa:401232
PITPNA-AS1	hsa:100306951
ELF4	hsa:2000
AMBP	hsa:259
DTX3L	hsa:151636
AMHR2	hsa:269
ATP6V0C	hsa:527
HAVCR2	hsa:84868
FBXO7	hsa:25793
DMRTA1	hsa:63951
PPM1B	hsa:5495
NRG1	hsa:3084
SET	hsa:6418
SIRT3	hsa:23410
CREB5	hsa:9586
EIF2AK4	hsa:440275
JUNB	hsa:3726
NUP88	hsa:4927
TSSK1B	hsa:83942
FOXR1	hsa:283150
SORBS3	hsa:10174
DUSP14	hsa:11072
REST	hsa:5978
TAF12	hsa:6883
SMAD7	hsa:4092
CSK	hsa:1445
IGF2	hsa:3481
DMRT1	hsa:1761
CDX1	hsa:1044
LDHA	hsa:3939
TPK1	hsa:27010
NME1	hsa:4830
NR2E1	hsa:7101
NDUFA4	hsa:4697
CLTA	hsa:1211
CDC20	hsa:991
GPR139	hsa:124274
ZNF561	hsa:93134
IMPDH1	hsa:3614
GABRA6	hsa:2559
BMX	hsa:660
STAT6	hsa:6778
CALM1	hsa:801
NFE2	hsa:4778
GNG8	hsa:94235
NMRAL1	hsa:57407
ZSCAN5A	hsa:79149
TSSK6	hsa:83983
RBBP6	hsa:5930
PPIE	hsa:10450
SLC39A8	hsa:64116
ABCF3	hsa:55324
ARPC4	hsa:10093
IRAK4	hsa:51135
ERRFI1	hsa:54206
FGA	hsa:2243
PRKCG	hsa:5582
ZNF571	hsa:51276
BIK	hsa:638
NEDD4L	hsa:23327
COBL	hsa:23242
SYNGR3	hsa:9143
ELF3	hsa:1999
LYPLA1	hsa:10434
CAT	hsa:847
GTF2B	hsa:2959
TRIP12	hsa:9320
EAPP	hsa:55837
MAP2K6	hsa:5608
SLC38A2	hsa:54407
MAP3K14-AS1	hsa:100133991
ENOPH1	hsa:58478
ZNF212	hsa:7988
ALDH3B2	hsa:222
SLC22A23	hsa:63027
GATA2-AS1	hsa:101927167
ELF1	hsa:1997
NFE2L1	hsa:4779
ISX	hsa:91464
RPL7	hsa:6129
RNASET2	hsa:8635
GBGT1	hsa:26301
PKN2	hsa:5586
RNF146	hsa:81847
RXRA	hsa:6256
APC	hsa:324
DCP1A	hsa:55802
HAGH	hsa:3029
MDM4	hsa:4194
PPIA	hsa:5478
CFB	hsa:629
GNPDA1	hsa:10007
ACVR2B-AS1	hsa:100128640
FOXP2	hsa:93986
PJA2	hsa:9867
NUDT6	hsa:11162
ZNF331	hsa:55422
FUS	hsa:2521
DVL1	hsa:1855
OAS1	hsa:4938
GTF2F1	hsa:2962
STRADB	hsa:55437
MAP3K5	hsa:4217
ADAM17	hsa:6868
PSME1	hsa:5720
PLD1	hsa:5337
JAK2	hsa:3717
SNW1	hsa:22938
PIN1	hsa:5300
TNFAIP3	hsa:7128
FBXO11	hsa:80204
THAP7-AS1	hsa:439931
LINC01873	hsa:729348
SERPINA12	hsa:145264
BTC	hsa:685
GPR65	hsa:8477
ASMTL	hsa:8623
TLX3	hsa:30012
RPS6KA2	hsa:6196
UBOX5	hsa:22888
ACTN4	hsa:81
FYN	hsa:2534
NFYA	hsa:4800
NUSAP1	hsa:51203
SNHG5	hsa:387066
HES2	hsa:54626
RGS9	hsa:8787
MEOX1	hsa:4222
ZNF626	hsa:199777
ZFYVE26	hsa:23503
CBX1	hsa:10951
ALDH3A2	hsa:224
KIF2B	hsa:84643
ITPK1	hsa:3705
LOC100996720	hsa:100996720
SLC2A6	hsa:11182
CAMK1	hsa:8536
CEPT1	hsa:10390
HLA-DRB1	hsa:3123
S100A13	hsa:6284
CAMK4	hsa:814
RNF5	hsa:6048
TNK2	hsa:10188
MNAT1	hsa:4331
SATB2	hsa:23314
PLCG2	hsa:5336
BZW2	hsa:28969
PSMB10	hsa:5699
SMAD5	hsa:4090
PAK1	hsa:5058
SIM2	hsa:6493
DCLRE1B	hsa:64858
GFOD1	hsa:54438
CROT	hsa:54677
MYCNOS	hsa:10408
MBNL2	hsa:10150
AKR1B1	hsa:231
CYLC2	hsa:1539
AFP	hsa:174
NNT-AS1	hsa:100652772
STC2	hsa:8614
KLF10	hsa:7071
ARNT	hsa:405
EYS	hsa:346007
CTSD	hsa:1509
FBXL13	hsa:222235
FDFT1	hsa:2222
IBTK	hsa:25998
PRPF4	hsa:9128
SDHC	hsa:6391
ZNF426	hsa:79088
LIG1	hsa:3978
BUB1B	hsa:701
EIF4A2	hsa:1974
ANAPC2	hsa:29882
FADD	hsa:8772
CAMKV	hsa:79012
LMX1A	hsa:4009
GSTM2	hsa:2946
TSSC4	hsa:10078
RSPRY1	hsa:89970
CYP20A1	hsa:57404
COASY	hsa:80347
METTL1	hsa:4234
ZNF274	hsa:10782
EIF1B	hsa:10289
GAB1	hsa:2549
GAMT	hsa:2593
EIF2S2	hsa:8894
NFIA	hsa:4774
TYRO3	hsa:7301
G6PD	hsa:2539
AGL	hsa:178
BLK	hsa:640
HERPUD2	hsa:64224
LCOR	hsa:84458
BRD4	hsa:23476
CPT1A	hsa:1374
FOXJ2	hsa:55810
RAF1	hsa:5894
PANK2	hsa:80025
TRAIP	hsa:10293
PWP1	hsa:11137
LCE1B	hsa:353132
AKAP8	hsa:10270
FOXJ1	hsa:2302
ZGPAT	hsa:84619
PCGF3	hsa:10336
UGT1A1	hsa:54658
STK16	hsa:8576
ATP2A1-AS1	hsa:100289092
KLHL3	hsa:26249
LINC00668	hsa:400643
HEXIM1	hsa:10614
RAD23B	hsa:5887
RPS6	hsa:6194
RAE1	hsa:8480
ZNF563	hsa:147837
PLEKHG6	hsa:55200
ZSCAN12	hsa:9753
PER1	hsa:5187
SNRPA	hsa:6626
PIK3CG	hsa:5294
TEX11	hsa:56159
FABP4	hsa:2167
ZBTB46	hsa:140685
KIF9	hsa:64147
F11	hsa:2160
GABPB1	hsa:2553
ELL3	hsa:80237
ZNF317	hsa:57693
SLC5A6	hsa:8884
BARD1	hsa:580
DZIP3	hsa:9666
PITX2	hsa:5308
PRKAG2-AS1	hsa:100505483
VN1R2	hsa:317701
PDIK1L	hsa:149420
FOXD4L6	hsa:653404
GPR148	hsa:344561
MPO	hsa:4353
PPIAL4G	hsa:644591
EMD	hsa:2010
DLC1	hsa:10395
LOC105377567	hsa:105377567
RPS3	hsa:6188
LSS	hsa:4047
TRAF1	hsa:7185
ZNF416	hsa:55659
FOSL2	hsa:2355
MIR181A2HG	hsa:100379345
GNB1	hsa:2782
BMPR2	hsa:659
MCL1	hsa:4170
SNHG18	hsa:100505806
S1PR2	hsa:9294
TTK	hsa:7272
WWP2	hsa:11060
SGK3	hsa:23678
DHH	hsa:50846
PLEKHA4	hsa:57664
RFC5	hsa:5985
CLK3	hsa:1198
UBE2J1	hsa:51465
LRRC32	hsa:2615
LRRK2	hsa:120892
MAP4K1	hsa:11184
